name,content,type
MB0006,"The activities, actors, positions, and links are stable; to the extent that there is change, it is at the level of individual actors or dyads (e.g., new products launched through established channels; rivalry among actors in the same positions) rather than affecting the structural alignment of multilateral positions. In such settings, the ecosystem has the taken-for-granted character of routine-as-truce (i.e., Nelson & Winter, 1982). It is when innovation requires a change in the configuration of these elements that the ecosystem becomes apparent and where consideration of ecosystem dynamics becomes critical for crafting and understanding strategy.","Adner, 2017, p.39"
MB0007,"As all of this suggests, a strong partnering capability is required to successfully grow digital ecosystems. This capability must be designed to support digital partnering, which is not the same as the traditional handshake and bespoke partnering of the physical world. Traditional partnering often includes exclusive relationships, long-term contracts, and deep integrations, all of which take time to establish and require strategic commitment. Digital partnering creates growth by adding more products and customers via digital connections with other companies that enable fast response to customer needs. It requires the ability to determine and agree with partners about who will create value, how revenue will be apportioned, and what data will be shared; it also requires the capacity to quickly add partners’ products and services via plug-and-play connections that offer immediate order and payment processing, and sometimes delivery as well.","Sebastian et al., 2020, p. 58"
MB0008,"a critical strategic choice for complementors is whether to specialize in one particular platform ecosystem or leverage multiple platforms. Conventional wisdom, and much of the literature on multihoming—that is, the decision of complementors to participate in one or multiple platform ecosystems (e.g., Bresnahan et al., 2015b; Landsman and Stremersch, 2011)—would suggest that complementors should exploit the market opportunities as much as possible; hence, they should expand their market reach across platform ecosystems and product spectrums to benefit from economies of scale. Other scholars have also advanced that complementor firms can obtain benefits from economies of scope by leveraging shared resources to increase the variety of product offerings across different product categories (Yoo et al., 2010; Tiwana, 2015). However, opposing findings highlight the potential trade-offs of product design (co)specialization that complementors face when choosing to develop their products for multiple platform ecosystems (Cennamo et al., 2018). Indeed, these trade-offs raise questions of whether and to what extent complementors should expand the scale and scope of their product offerings within and across platform ecosystems.","Tavalaei et al., 2021, p.101994"
MB0009,"Our analysis reveals that complementors face a trade-off regarding their scale- and scope-enhancement strategies: they are better off either specializing in one product category and exploiting potential economies of scale across multiple platform ecosystems or specializing in one platform ecosystem and exploiting potential economies of scope by expanding their product offerings across multiple product categories. In other words, for optimal performance, complementors should increase their investments and efforts within a specific product category and expand its scale across various platform ecosystems—what we call “category specialization”—or they should increase their investments and efforts within a single platform ecosystem while achieving scope benefits across various product categories in that platform ecosystem—what we call “platform ecosystem specialization.”","Tavalaei et al., 2021, p.101994"
MB0010,"Designed ecosystems like Nespresso's are increasingly important, owing to the convergence of three big structural changes in our economy. The first is an unprecedented rollback of regulations protecting firms that once had the exclusive privilege of serving particular customer needs. As those protections fall, organizations in other domains are free to partner to provide more-integrated offerings, as when accountancies team up with law firms. The second change is a blurring of the separation between products and services because of regulatory changes and digitization. The latter has also led to offerings with more-modular structures whose components can be recombined in new ways, which in turn has encouraged the rise of product-service bundles provided by networks of interdependent suppliers. The third change involves technology that is revolutionizing how firms can serve their customers. Our dependence on mobile devices, along with the internet's influence on buying patterns, has dramatically expanded the possibilities for linking previously unrelated goods and services -- reinforcing the effects of the first two changes.","Jacobides, 2019, p.128"
MB00011,"New companies committed to scale need to operate across borders, innovate relentlessly, profitably adopt emerging technologies, and execute capital investment programs that enable them to meet aggressive growth objectives. The successful operations of such companies depend on their constructive engagement with multiple external stakeholder groups. Each stakeholder group has unique needs and objectives. The multiplicity of critically relevant external stakeholders necessitates the formulation of multiple valuable propositions that target very different groups with dissimilar roles, needs, and priorities.","Bailetti et al, 2020, p.2"
MB00012,"focus shifts into further scaling the revenue model and associated digital services while ensuring it allows sufficient profitability. A first key activity is implementing a modular approach to scaling. A key revenue model challenge for the firms we studied were that most advanced digital services are not easily upscaled, i.e., sold to many different customers, due to the need for high degrees of customization. As a response, firms need to work with core modules that can be adapted to various local contexts. For example, a subscription payment model can have different levels which allows for it to be adapted to varying customer needs. Similarly, at certain global markets, subscription fees may be complemented with add-on expert consulting services to ensure that the digital services are properly implemented and used to realize the intended KPIs for customers","Linde et al, 2021, P 13"
MK001,"The provider and customer worked jointly to define the value proposition by progressively achieving alignment between identifying value creation opportunities and agreeing on value distribution. A central goal was to identify a corroborated concept (i.e., mutually agreed) for the outcome-based service, which can create significant value and ensure 
that the value thus created can be profitably captured 
by both provider and customer","Sjödin et al. ,2020
pp167-168"
MK002,"In terms of innovation, value is created through the processes of inventing, developing, producing, and delivering new market offerings that create turnover. Therefore,  receivers  define  value  based  on  their  perceptions  of  the  potential  usefulness  of  the  exchanged  resource  for  addressing  their  needs.  ","Chesbrough et al. ,2018, pp. 932; Mizik & Jacobson, 2003; Lepak et al., 2007; Bowman & Ambrosini, 2000"
MK003,"Communication of value through carefully crafted value propositions can differentiate a supplier, potentially conveying those attributes that offer a unique customer solution . Supplier and customer work together to share value insights and craft reciprocal value propositions that reflect a value in use perspective. It is suggested that this process is important , as the dialogue required for developing this detailed, twoway understanding forges stronger relationships","Eggert et al.,2018
pp88-89"
MK004,"Facilitating value creation represents the operations level of 
managing CVPs, in that it connects the company-designed mecha nisms for co-creation of value to where the customers actually live or do business, the contexts in which they assess their options. Firms should possess the fullest possible understanding of how their customers perceive value in their own context, and they should use that insight to develop the best possible tools for customers’ management of value. It is always essential to understand what kind of value is created and for whom, through what kinds of resources and what kinds of mechanisms, from the customer and company angle both.","Rintamäki,2021; Saarijarvi et al., 2013
pp761"
MK005,"Value capture tasks include  designing the value offering and deciding the profit formula to agree on a mutually beneficial business model. It involves the concrete design of equipment and service activities in terms of scope and allocation, and 
the formulation of delivery-process descriptions and 
expected roles so that the defined outcome-based ser vice was translated into a signed contract. This phase 
placed higher demands on the ability of partners to 
negotiate so that the benefits and the alignment of 
value-creation and value-capture activities could be 
realized","Sjödin et al. ,2020
pp.171-172"
MK006,"If Internet startup customers in the 1990s gained value from brand reputation and quality assurance, customers in the 2000s gained value from security services and privacy protection provided by each startup. In the 2010s, customers gained trust value from security services and legitimacy. Customers seem to care increasingly about privacy and security, as, the more the world modernizes and technology develops, the more we are threatened by possible information leaks","Van Le & Suh, 2019
pp.861"
MK007,"Changing the value proposition to adopt more sustainability will lead to developing,enabling, and leveraging certain capabilities within the firm that would eventually lead to improving the firm performance. It  will improve the firm’s performance for supply-side reasons by developing sustainability-related capabilities that might help in discovering or creating new markets and sources of competitive advantage. a sustainable value proposition will lead to an improvement in firm performance due to demand-side reasons. According to the demand-side explanation, a sustainable value proposition
increases customer willingness to pay and also differentiates the products and services to attract customers","Ilyas & Osiyevskyy, 2021
pp.3"
MK008,"A key difference between business markets and consumer markets — in consumer markets, explicit quantification of value is typically not necessary. However, in business markets, purchasing managers are frequently required to quantify the value of different offers.“value quantification capabilities substantially and positively influence firm performance”. Thus value proposition quantification in business markets is a key
consideration in effective value communication.","Hinterhuber, 2017
pp.87-88; Plank & Ferrin, 2002"
MK009,Identifying competitive CVPs represents the strategic level of their management: it entails matching customer and company perspectives for positioning around creation of customer value for competitive advantage. Identifying competitive CVPs is fruit of stra tegic decisions on what kind of value to create and what kind not to create. It is about segmentation and positioning in light of a logic centered on creating customer value that is intended to last,"Rintamäki ,2021
pp761"
MK010,"The first and most important task of an entrepreneur starting a business could be to analyze market demand to ensure that the startup will provide the most suitable products or services. After a successful establishment, it is then necessary to remain strong in the competitive market. To ensure customer loyalty, each startup must consider the value it can offer customers in various forms, and how to develop and improve upon this value","Van Le & Suh, 2019
pp 853"
MS0001,"when partners are focused on value‐in‐use as the basis for value capture, trust between partners becomes necessary support for control‐based relationships centered on contracts and other legal agreements. In short, value capture processes involve activities that enable providers and customers to determine how the additional value created should be distributed between provider and customer.","Sodin et al., 2020. pp.161; Chesbrough et al., 2018; Reim et al., 2018."
MS0002,The facilitation of cross-border e-business and the integration of operation systems make companies more efficient in export trade activities and also save time and costs for consumers during online shopping activities. The information involved in online promotion can offer further support to consumer decisions by transferring information online.,"Huo et al., 2018. p. 141"
MS0003,"From the findings of this research, it is suggested that the quality management of packaging in online promotions is important to consumers in cross-border e-business markets. Furthermore, it is suggested that quality management of higher valued products with larger discounts is also important to online consumers in cross-border e-business markets.","Huo et al., 2018. p. 147"
MS0004,"Value appropriation capability(VAC)–Technology innovation capabilities(TIC) interaction significantly improves MNC performance, and VAC–Marketing capabilities interaction positively improves MNC performance.","Quan et al., 2021. p.1"
MS0005,"Technology innovation capabilities(TIC) and marketing capabilities(MC) are the central platforms of permanent value transformation from knowledge creation, new products and service processes to cost management and customer delivery; every organisation needs TIC to create value and MC as a vehicle to deliver it to the customers.","Quan et al., 2021. p.1"
MS0006,MNC executives and managers must retained the crucial influences of value appropriation capabilities on technology innovation capabilities and marketing capabilities and their enhanced impact on the business performance of their corporations.,"Quan et al., 2021. p.11"
MS0007,"In fact, “Attracting resources into a fledgling venture is perhaps the greatest challenge faced by entrepreneurs.” The more resources that a new venture can gain control of, and the quicker it can do so, the better the venture's competitive position and the more valuable the venture can become.","Wasserman, 2017, p.258; Brush et al., 2001: 71; Romanelli, 1989."
MS0008,"At inception, a startup might be missing resources in three major areas: human capital, social capital, and financial capital. To fill those holes, “core founders” can attract cofounders, hires, and/or investors. Cofounders and hires may bring new skills and industry knowledge, have contacts with customers or potential partners, and also contribute financial capital to help get the startup off the ground. Investors can contribute far more financial capital than the typical cofounder or hire but, as described below, may vary widely in the amount of other value they might add.","Wasserman, N., 2017. p.258; Sapienza et al., 2003."
MS0009,"Within high-potential startups, the tension between resource attraction and the maintenance of control is real and significant, and that early founding decisions can lead to very different outcomes regarding both value creation and control. These results are robust across two different forms of value creation and across econometric approaches that both (1) use fixed effects to account for unobserved time-invariant company differences and (2) control for individual- and company-level differences.","Wasserman, N., 2017. p.272"
MP0001,"exploiting digitalization goes hand-in-hand with business model innovation, which requires novel offerings and processes that define how value is created, delivered and captured between providers, customers, and other value chain actors","Parida et al., 2019, p. 2."
MP0002,"the emergence of digital technologies and applications such as the Internet of Things (IoT), Industry 4.0, artificial intelligence, automation, remote monitoring, predictive maintenance, smart contracts, big data, the cloud, analytics, and smart connected products offers many business development opportunities","Parida et al., 2019, p. 6."
MP0003,"the value from the investments in digitalization should be captured through the business model, such as the digital servitization business model.","Kohtamäki et al., 2020, p. 2."
MP0004,"Nowadays, we are in an era where new knowledge and new technologies are emerging continuously. The technologies of cloud computing, Internet of Things, data mining, machine learning, and deep learning are applied to all walks of life.","Liu, 2019, p. 1."
MP0005,"Big data is used as a basic strategic resource to fully implement actions to promote big data development. A report from the McKinsey Global Institute also points out that effective capture, analysis, visualization, application of big data to insight and achieve business objectives will help enterprises stand out from the fierce competition","Liu, 2019, p. 1."
MP0006,"The emergence of big data will definitely subvert the traditional way of data management. It will bring revolutionary changes to data sources, data processing methods and data thinking. Changes in data management methods will inevitably lead to revolutionary changes in the way talents are trained.","Liu, 2019, p. 1."
MP0007,"Python's programming model is also very compatible with human thinking habits, which helps us to integrate computational thinking into the teaching of Python programming.","Liu, 2019, p. 1."
MP0008,"‘‘Big Data” is a fundamental element of digitalisation and already a valuable raw material for many industries. In combination with ‘‘Artificial Intelligence”, it is possible to structure, analyse, evaluate and use large amounts of data as a basis for
 software programs that can generate new (or extended) knowledge with the technology of ‘‘Machine Learning”. From this, future forecasts can be derived as well as used in optimization measures. Often ‘‘Deep Learning” is used, which is based on the human brain and uses artificial neural networks to mimic the learning processes of humans. This makes it possible to use data volumes meaningfully across the entire value chain","Sarc et al., 2019, p. 480."
MP0009,"Digital technologies are forcing companies to reimagine their customer value propositions. That’s because new social and mobile applications, analytics, the internet of things, artificial intelligence, biometrics, blockchain, cloud and edge computing, and many other advances allow them to deliver value in ways that simply were not possible in the past.","Ross et al., 2019, p. 64."
MP0010,"Digital technologies are game-changing — they provide ubiquitous data, unlimited connectivity, and massive processing power. Savvy companies are converting all this capacity into digital offerings: information-enriched solutions wrapped in seamless, personalized customer experiences.","Ross et al., 2019, p. 64."
MP0011,"Successful digital offerings are created at the intersection of what technologies can deliver and what customers want and will pay for. That point of intersection, however, has proved to be elusive. To find it, companies must experiment repeatedly, cocreate with customers, and assemble cross-functional develop ment teams — and the insights gleaned along the way must be shared internally.","Ross et al., 2019, p. 64."
MP0012,"Digital offerings are well suited to rapid test-and learn iteration because they are software based. Software coders can develop a minimum viable product, release it to customers or a test group, and get immediate feedback. Based on the feedback, a company can quickly enhance or discard the product.","Ross et al., 2019, p. 64."
MP0013,"Because of uncertainty around how customers want to be engaged and how they view their needs, the development of digital offerings involves constantly identifying new ideas and testing their viability quickly with customers.","Ross et al., 2019, p. 64."
MP0014,"Industries are consequently adjusting to adapt to the continuous usage of data, digital technologies, and digital platforms, eventually re-shaping products, work environments, and the economy. This is also fostered through the entrepreneurship active in Digital Business Models. “The culture and spirit around digital innovation” are seen as fundamental to Digital Entrepreneurship. Thereby, new firms are being set up to bring Business Models relating to Digital Innovation and Digital Transformation to the market and add value. They show a high intensity towards optimization, customer interaction, and utilization of Digital Technologies.","Bican & Brem, 2020, p. 7."
MP0015,The large number of new opportunities driven by digitalization put pressure on SMEs to reconsider their current BMs or critically reflect on their current strategy in order to identify new business opportunities.,"Bouwman et al., 2019, p. 2; Kiel et al., 2016, p. 675."
MP0016,"extant quantitative studies are mainly related to the strategic and innovation management domain. From the handful of studies focusing on the impact of digitalization on SMEs, Gruber (2018) has recently identified four reasons to explain why digital transformation is taking place slowly in SMEs. First, small companies with their specific foci are less exposed to the need for rapid digitalization. Second, small companies often lack resources and managerial vision to fully understand the impacts of digital transformation. Third, SMEs usually adopt a gradual approach to digitalization compared to larger companies. Finally, digitalization investment within this type of companies heavily relies on firms’ financial performance and it is often the case that they have limited resources to use on this area.","Bouwman et al., 2019, p. 4; Gruber, 2018."
SU0001,Incumbent assets and managerial choices jointly influence performance after new business model addition in ways neither can in isolation. An incumbent firm’s managerial choices for its assets serve dual roles: (1) choice on the timing of new business model addition helps unlock the potential of complementary assets; and (2) choice on the organizational configuration of the new business model helps vaccinate against the detriment of conflicting assets.,"Kim and Min, 2015, p. 35"
SU0002,"To increase the success of the designed BM on the market, the company must analyze various alternatives, have a good understanding of customer requirements, a precise understanding of the value chain so as to deliver what customers need as cost-effectively as possible and on time and should also have a neutral perspective on outsourcing. Hence, the ability to adapt the BM can be seen as a dynamic capability itself.","Rachinger et al., 2019, p. 1147; Teece, 2018; Dottore, 2009"
SU0003,"Predominantly changes in the form of new offers (products, services, or solution packages in the form of cloud computing or predictive maintenance) are driving changes in the BM. As the number of offers, such as services and solution packages, increases, customer relationships are intensified. Relationships morph into long-term collaborations to satisfy customer needs.","Rachinger et al., 2019, p. 1146"
SU0004,"It is the learning-driven approach of sensing, seizing and reconfiguring in particular, which provides the business with opportunity to adapt and meet changing requirements in alignment with the business strategy : first, technology and BM sensing implies both the ability to translate technological capabilities to new BM ideas and recognize alternative BMs that are in place among competitors and across industry boundaries. ","Rachinger et al., 2019, p. 1147; Mezger, 2014; Teece, 2018"
SU0005,The potential of digitalization and novel applications as well as an integrated view of the product life cycle are changing the way value is generated and new and innovative BMs are developed.,"Rachinger et al., 2019, p. 1146; Arnold et al., 2016; Burmeister et al., 2016; Kiel et al., 2017; Loebbecke and Picot, 2015"
SU0006,"Companies can be successful over time if they can adapt to their environment. The dynamic capability is a suitable perspective that explains this phenomenon and is even more important in volatile environments. “During recent years, dynamic capability research has developed a framework outlining how firms adapt their physical, human, and organizational resource bases when facing situations of technological or market change”. ","Rachinger et al., 2019, p. 1147; Mezger, 2014, p. 430"
SU0007,"Just as financial institutions try to create portfolios of investments that will hedge one another’s risks, companies can select an assortment of products or markets to reduce the overall riskiness of the business model. ","Girotra and Netessine, 2022, p. 98"
SU0008,"This has also been confirmed frequently: Big Data (new data sources), automation (changed machine functions), interconnections along the value chain (breakup up of non-transparency) and digital customer interfaces create the foundations for new BMs and potentially restructure the individual sectors.","Rachinger et al., 2019, p. 1146; Berman and Bell, 2011; Matzler et al., 2016; Hartmann et al., 2016"
SU0009,"A key is to secure the alignment between incumbent assets and managerial choices: an incumbent needs to discriminatingly align its assets with the right managerial choices to capitalize on complementary assets and to inoculate conflicting assets, thereby garnering better BMI performance.","Kim and Min, 2015, p. 38"
SU0010,"An innovative business model can either create a new market or allow a company to create and exploit new opportunities in existing markets. Dell, for example, implemented a customer-driven, build-to-order business model that replaced the traditional build-to-stock model of selling computers through retail stores.","Amit and Zott, 2022, p. 44"
FN0001,"Do your research. Find out what kind 
of businesses incubator or venture 
capitalist deals with, and what kinds
of services are provided, and how 
they want entrepreneurs to approach
them. ( Ann, 2000: 3)
Know what you want and what you 
will give up.
Know how many people are you
willing to show your business plan
to in order to get introductions to 
potential customers.
What tradeoffs are you willing to 
make.
Have a business plan or at least an
executive summary to present.
Make sure you have a clear sense 
of the business model, of what 
the market needs, how you will sell 
the idea, and of what people will
pay for it. ( Ann, 2000: 3)","Ann, C. 2000. Incubators. p. 3"
FN0002,"Networking organizations and industry groups that 
you already belong to can help you find the investors
, employees, and clients you need to get your 
company started ( Ann, 2000: 3)","Ann, C. 2000. Incubators. p. 3"
FN0003,"Provide entrepreneurs with office and manufacturing 
space, technical, legal, and electrical help, and 
networking and training opportunities.
traditional incubator rarely take ownership positions, 
but they usually charge their tenant rent. 
( Ann, 2000: 3)","Ann, C. 2000. Incubators. p. 3"
FN0004,"The basic prerequisite for the
successful operation of a corporate incubator is 
awareness about the objective of the parent
company. If this objective is defined, the strategy 
and structure of the corporate incubator
should be consistently derived from it (Kötting, 2019, p. 492)","Kötting, 2019, pp. 474–99."
FN0005,"it is often the case that
businesses located in an incubator or managed
workspace will buy and sell goods and services
from each other – they will network and
intertrade. To help with this, and to provide an
element of income stability, some ‘anchor
tenants’ such as an established design firm or
perhaps an arts administration company might
be introduced at an early stage. Ideally, all the
individual tenants should have to worry about is
running their businesses and paying the
(all inclusive) rent. (Montgomery, 2007, p. 14) ","Montgomery, 2007, pp. 601–17. "
FN0006,"Creative industry managed workspaces and
incubators are closely linked to local regeneration
strategies, often playing a pivotal role inattracting 
in other types of activity and changing
perceptions of the area. (Montgomery, 2007, p. 15)","Montgomery, 2007, pp. 601–17. "
FN0007,"Ask the investor to sign a nondisclosure agreement
( Ann, 2000: 3). ","Ann, C. 2000. Incubators. p. 3"
FN0008,"Unfortunately, a traditional incubator's strengths 
dont always mesh with the needs of high-tech service
companies. who needs discounted rent on physical 
space when the home has DSL line? instead, many 
entrepreneurs need cash and assisstance to get
their companies to the next level as soon as possible
( Ann, 2000: 3). ","Ann, C. 2000. Incubators. p. 3"
AF0001,"Key concept generators are environmental (urban context), social (cultural and common), temporal (growth), and aesthetic (tradition) programming values and indicators (Ristić Trajković, Milovanović, & Nikezić, 2021: 21).  The role of the environment in understanding social processes has pointed out the necessity of implementing environment–behavior knowledge in architectural practice. The recognition that architecture and urbanism usually do not take into account and consider people’s behavior and individual perception, as well as desires, social norms, dynamics, cultural values, and expectations in their planning perspectives, initiated the methodological framework that enables the implementation of this knowledge in architectural design (Ristić Trajković et al., 2021: 3).","Trajković et al., 2021,  11111."
AF0002,"Territoriality here is explored as the way in which people exert control for certain spaces, be it symbolically by placing personalized items around their workspaces or physically by using walls or barricades (Mosalakatane et al., 2012: 13).","Mosalakatane et al., 2012, 49–63."
AF0003,"  A conceptual framework of information matrix with different aspects of value including environmental, Human, Social, Systemic, Temporal, Economic, Aestheticalue and indicators need to be considered. Revit should be able to align the information extracted of value and indicators according to the location of the site and climatic characteristics. (Ristić Trajković et al., 2021: 8).","Trajković et al., 2021, 1111."
AF0004," Often an emotional benefit such as reducing anxiety is as important as a functional one such as saving time (Eric Almquist, John Senior, & Nicolas Bloch, 2016: 05). 
Products and services deliver fundamental elements of value that address four kinds of needs: functional, emotional, life-changing, and social impact. In general, the more elements provided, the greater customers’ loyalty and the higher the company’s sustained revenue growth (Eric Almquist et al., 2016: 1).","Almquist et al., 2016, 1. "
AF0005,"The immediate concerns of value appropriation, point out that innovation can generate value by asset appreciation (Jacobides, Knudsen, & Augier, 2006: 03). The notions of complementarity and mobility are best treated as independent aspects of co-specialization because they capture distinct economic effects. Complementarity influences the size of the value to be bargained over (some combinations yield higher value, others lower value, depending on their “fit”). In contrast, mobility influences the bargaining power of the asset holders, and thus the division of the value (some assets cannot be replaced other assets can be replaced by numerous equivalents at negligible cost) (Jacobides et al., 2006: 7).","Jacobides et al., 2006, pp. 1200–1221."
AF0006,"Innovation also ensures the continuity and sustainability of a company. An innovation could be an implementation of a new product or process (good or service) or its significantly improved version, a new marketing method, or a new organizational method in business practices, workplace organization, or external relations (OCDE, 1997) (Santos et al., 2019: 01).
Saraiva and D’Orey (1999) argued that innovation is an added value to the competitive level of companies, making a difference in the survival of organizations in environments of increasing change and in the struggle for the same objectives (Santos et al., 2019: 2).","Santos, 2019, pp. 928–947."
AF0007,"The conceptual model goal is to reconsider new ways of living and leisure adapted to contemporary man and reconsider the position of work and education in contemporary urban housing, especially considering continuous change and unexpected circumstances such as the pandemic. Accordingly, the focus is on human (psychological and functional), social (cultural and common), aesthetic (change) programming values and indicators, and many other values considering the complexity of the housing issue (Ristić Trajković et al., 2021:16).","Trajković et al., 2021, 11111. "
AF0008,"Collaborative learning is the best way to create value because it mirrors the ‘emergence of new competencies’ approach to learning twenty-first-century skills, facilitated through collaboration between team members and accelerated through competition between teams (Kohda, 2020: 3).","Kohda, 2020, pp 149–154.
"
PZ0001,"Value Management can reap huge rewards if it is applied robustly. Value Management is concerned with the creation of sustainable value, either at project, product, process, organisational or social level.",Value Management: https://ivm.org.uk/value-management/.
PZ0002,higher- value products/services/expertise should be priced at a better margine. do not give away your best stuff for cheap_Nike and Mercedes don't. Sell the value. ,"Harney, 2020, p.8-9."
PZ0003,"Business models capture how firms ‘do business’. Specifically, they explain how businesses create and secure value (Amit and Zott, 2001; Magretta, 2002, p.1). For new technology-based firms (NTBFs) that are new firms in high-tech industries, business model development is crucial for firms’ abilities to create and capture value (Chesbrough and Rosenbloom, 2002; Teece, 2010), the commercialisation of their offerings (Dmitriev et al., 2014, p.2.), and, thus, for their performance (Alcalde and Guerrero, 2016; Pucci et al., 2017; Anwar, 2018, p.2.). This model development rarely happens without external assistance, as entrepreneurs (the founders) need to interact with stakeholders to reduce the resource scarcity that is unavoidable in the start-up stages.","Rydehell, 2020, pp. 31-38."
PZ0004,"Due to a considerable need in the start-up phase to access resources for the firm to develop as well as no existing organisational rules or
procedurals to follow for making decisions, stakeholder influence may be particularly salient as stakeholders can influence founders’ mental schemas through their
interactions. Thus, stakeholders play a considerable role in how the firm’s initial business model is developed. Accordingly, the roles of stakeholders in business model development are not solely linked to NTBF resource needs, but also provide and influence mental schemas through interactions with the founders. ( Rydehell, 2020, p.3.)","Rydehell, 2020, pp. 31-38."
PZ0005,"Avoid pricing products as “loss leaders,” as it sets expectations and precedents that you can sometimes not change. If you want to introduce a product at a reduced cost, price it as a promotional offer with a limited time frame and/or quantity that is being extended based on a larger, more profitable commitment. Provide after-promotion pricing to avoid misunderstandings.(Harney. 2020. p.3.)","Harney, 2020, p.8-9."
PZ0006,"the value creation of dispersed innovation is underestimated. While most research explore the impact of dispersed innovation on firm innovativeness by estimating the value stemming mainly from the geographical dispersion of R&D activities, few studies take into account the value resulting from the functional interdependence among R&D and other innovation activities in host locations (Mudambi, Narula, & Santangelo, 2018, p.1.). Given that innovation activities include R&D, engineering, design, and other creative work (OECD, 2018, p.1.), functional interdependence is the interconnectedness of various activities in the same location (Teece, 2014, p.1.). Since functional interdependence can produce complementarity and scope economies for firms to improve performance (Alc´acer & Delgado, 2016,p.1.), we need to consider the value of both geographical dispersion and functional interdependence generated by various innovation activities in host locations.","Min Hung, T,. Contractor, F,. Lo, Y,. 2022. Manage the value and liability of offshoring innovation. International Business Review. 31, PP.1-12."
PZ0007,"The business environment is rapidly changing for NTBFs; hence, the business model must be adapted to changes in the environment to ensure that competitive advantage is sustained (Chesbrough, 2010; Cosenz and Noto, 2018). Moreover, for the new firm to commercialise its technology (product or service), several components need to function together (Dmitriev et al., 2014). For example, founders need to identify customer segments and their needs, determine the benefits of using the firm’s technology, and identify and confirm revenue streams to capture value (Magretta, 2002; Teece, 2010). Several components of a business model have been discussed and elaborated on by extant research. However, the ones most discussed are linked to how firms create, deliver, and capture value (Chesbrough and Rosenbloom, 2002; Osterwalder et al., 2005; Teece, 2010). These models include the value proposition, customer segment and relationships, distribution channels, partner networks, key resources and assets, and revenue and cost structures. The value proposition is centred as the ‘heart’ of the business model with customer-related activities and revenues as front-office activities, and resources, partners, and costs as back-office activities.
","Rydehell, H., 2020. Stakeholder roles in business model development in new technology- based firms.International Journal of Innovation Management. 24(4), pp. 31-38."
PZ0008,"The literature on cognitive frames in sustainability suggests that the effectiveness of managerial approaches to business sustainability is determined by managers’ acknowledgement of organisational tensions involving environmental,
social, and economic outcome choices. (Hahn et al. 2014, 2015; Sharma and Jaiswal 2018; Todaro et al. 2019, P.442.)","Benkert, J., 2021. Reframing Business Sustainability Decision‑Making
with Value‑Focussed Thinking. Journal of Business Ethics. 174:441–456."
KP0001,"Selecting the size based on virtual garments is more accurate than size selection based on primary measurements and size charts, scoring 57% and 42%, respectively.Research should be used to improve the virtual fitting room, with benefits such as fewer returns and more satisfied customers.(Hernandez Et al, 2019: p 249)","Hernández, N., Mattila, H. and Berglin, L. 2019. Can Virtually Trying on Apparel Help in Selecting the Correct Size? Clothing and Textiles Research Journal. 37(4), pp.249–264."
KP0002,"In apparel online retailing, creating factors that consumer relates as value and consumer satisfaction has strict relation with physical experience (Song and Ashdown, 2010). Cordier et al. (2001) showed that the lack of physical experience is a basic reason why consumers hesitate to buy online. Since the use of the purchased product depends on the choice of the right size, fitting is even more important than all other physical properties. “Choosing right size” is cited as one of the biggest barriers against apparel online retailing (Merriam, 2009; Pastore, 2000).","Nasibov, E., Demir, M. and Vahaplar, A., 2019. A fuzzy logic apparel size decision methodology for online marketing. International Journal of Clothing Science and Technology, 31(2), pp.299-315."
KP0003,"That the consumer wants to purchase high-quality apparel, which satisfies their fitting preferences, in an easy and cost-effective manner. This is not a
problem when it comes to small brick-and-mortar shops where the consumer can touch the fabric, look at the color, try on the apparel, etc. The challenge arises in online apparel stores, where the consumer is able to evaluate the apparel qualities only virtually. Online apparel stores provide consumers with various benefits, such as saving time and money, 24-hour availability, better service in general, a fast (and easy) process of shopping and a greater choice of products compared with brick-and-mortar shops (Monsuwe, Dellaert, & Ruyter, 2004; Loker, Ashdown, Cowie,& Schoenfelder, 2004; Orzan, Iconaru, Popescu, Orzan, & Macovei, 2013)"," Žuraj, M., Šparl, P. and Žnidaršič, A., 2017. Analysis of Individual Aspects Influencing Non-purchasing in an Online Environment and Consumer Willingness to Purchase Custom-Made Apparel. Organizacija, 50(4), pp.352-363."
KP0004,"Online consumers are searching and evaluating information regarding the effectiveness of apparel through the virtual product experience (Yu, Lee, & Damhorst, 2012). Therefore, online shops on their websites try to provide the consumer with the most realistic experience, similar to shopping in a brick-and-mortar store. This is achieved through the integration of advanced image interactive technology (Yu et al., 2012), which enables the creation and manipulation of the products or the environment to simulate the actual experience with the product and the environment (Yang & Young, 2009), for example: expansion or zoom, 3D rotation and personal 3D models in a virtual fitting room for trying on apparel. Per authors Loker, Ashdown, and Carnrite (2008); Kim and LaBat (2013); Yang and Young (2009); Boonbrahma, Kaewrata, and Boonbrahma (2015) virtual fitting technology in the online store solves problems such as the fit of ready-to-wear apparel, choosing the appropriate size and style, and overconsumptionof time on the purchase."," Žuraj, M., Šparl, P. and Žnidaršič, A., 2017. Analysis of Individual Aspects Influencing Non-purchasing in an Online Environment and Consumer Willingness to Purchase Custom-Made Apparel. Organizacija, 50(4), pp.352-363."
